avg
0.9833255
0.9853145
0.98602885
0.98622537
0.9863186
0.9864961
0.98669004
0.9870839
0.9872409
0.98727286
0.9873705
0.987384
0.98742783
0.9874315
0.98748463
0.9875841
0.98765606
0.98767304
0.9877418
0.987779
0.98781013
0.9880172
0.98803127
0.98814553
0.9883702
0.9884769
0.98847985
0.9885282
0.98855275
0.98864335
0.9887304
0.98873395
0.9887395
0.9887408
0.9887843
0.988793
0.98887366
0.9889045
0.98891306
0.9889231
0.98900783
0.9890458
0.98913753
0.9891418
0.9891465
0.98917806
0.9891805
0.9892074
0.9892149
0.98926103
0.9892731
0.9892969
0.98929787
0.98932093
0.98939645
0.98939896
0.9894082
0.9894502
0.9894763
0.98952305
0.98952925
0.98953676
0.98961294
0.9896323
0.9896576
0.98966444
0.98969495
0.9898286
0.9898836
0.9898893
0.98991954
0.98999214
0.99012065
0.99018896
0.9901923
0.99020135
0.9902043
0.9902401
0.9902414
0.9902543
0.99025744
0.99034834
0.9905528
0.99058026
0.9905955
0.99059796
0.990754
0.99078625
0.9908818
0.9909401
0.9910115
0.99101686
0.99104685
0.9911279
0.99134535
0.99135864
0.9913975
0.9922402
0.9925027
0.9930614
